file_id,network,sensor,channel,type,starttime,endtime,window,overlap,windowing,n_windows,n_variables,missing_rate,low_filter,high_filter,nsamples,srate,trend_removed,coherent_noise_removed,save_time
13,C7,PLPI,HHN,FFT,2021-09-13 00:00:00.00,2021-09-14 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:14:11.00
14,C7,PLPI,HHE,FFT,2021-09-13 00:00:00.00,2021-09-14 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:14:18.00
15,C7,PLPI,HHZ,FFT,2021-09-13 00:00:00.00,2021-09-14 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:14:26.00
16,C7,PPMA,HHN,FFT,2021-09-13 00:00:00.00,2021-09-14 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:14:34.00
17,C7,PPMA,HHE,FFT,2021-09-13 00:00:00.00,2021-09-14 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:14:42.00
18,C7,PPMA,HHZ,FFT,2021-09-13 00:00:00.00,2021-09-14 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:14:50.00
19,C7,PLPI,HHN,FFT,2021-09-14 00:00:00.00,2021-09-15 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:14:57.00
20,C7,PLPI,HHE,FFT,2021-09-14 00:00:00.00,2021-09-15 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:15:05.00
21,C7,PLPI,HHZ,FFT,2021-09-14 00:00:00.00,2021-09-15 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:15:13.00
22,C7,PPMA,HHN,FFT,2021-09-14 00:00:00.00,2021-09-15 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:15:21.00
23,C7,PPMA,HHE,FFT,2021-09-14 00:00:00.00,2021-09-15 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:15:29.00
24,C7,PPMA,HHZ,FFT,2021-09-14 00:00:00.00,2021-09-15 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:15:36.00
25,C7,PLPI,HHN,FFT,2021-09-15 00:00:00.00,2021-09-16 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:15:45.00
26,C7,PLPI,HHE,FFT,2021-09-15 00:00:00.00,2021-09-16 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:15:53.00
27,C7,PLPI,HHZ,FFT,2021-09-15 00:00:00.00,2021-09-16 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:16:01.00
28,C7,PPMA,HHN,FFT,2021-09-15 00:00:00.00,2021-09-16 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:16:09.00
29,C7,PPMA,HHE,FFT,2021-09-15 00:00:00.00,2021-09-16 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:16:16.00
30,C7,PPMA,HHZ,FFT,2021-09-15 00:00:00.00,2021-09-16 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:16:24.00
31,C7,PLPI,HHN,FFT,2021-09-16 00:00:00.00,2021-09-17 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:16:32.00
32,C7,PLPI,HHE,FFT,2021-09-16 00:00:00.00,2021-09-17 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:16:40.00
33,C7,PLPI,HHZ,FFT,2021-09-16 00:00:00.00,2021-09-17 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:16:47.00
34,C7,PPMA,HHN,FFT,2021-09-16 00:00:00.00,2021-09-17 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:16:55.00
35,C7,PPMA,HHE,FFT,2021-09-16 00:00:00.00,2021-09-17 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:17:03.00
36,C7,PPMA,HHZ,FFT,2021-09-16 00:00:00.00,2021-09-17 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:17:11.00
37,C7,PLPI,HHN,FFT,2021-09-17 00:00:00.00,2021-09-18 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:17:19.00
38,C7,PLPI,HHE,FFT,2021-09-17 00:00:00.00,2021-09-18 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:17:27.00
39,C7,PLPI,HHZ,FFT,2021-09-17 00:00:00.00,2021-09-18 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:17:35.00
40,C7,PPMA,HHN,FFT,2021-09-17 00:00:00.00,2021-09-18 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:17:42.00
41,C7,PPMA,HHE,FFT,2021-09-17 00:00:00.00,2021-09-18 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:17:50.00
42,C7,PPMA,HHZ,FFT,2021-09-17 00:00:00.00,2021-09-18 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:17:58.00
43,C7,PLPI,HHN,FFT,2021-09-18 00:00:00.00,2021-09-19 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:18:06.00
44,C7,PLPI,HHE,FFT,2021-09-18 00:00:00.00,2021-09-19 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:18:14.00
45,C7,PLPI,HHZ,FFT,2021-09-18 00:00:00.00,2021-09-19 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:18:22.00
46,C7,PPMA,HHN,FFT,2021-09-18 00:00:00.00,2021-09-19 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:18:30.00
47,C7,PPMA,HHE,FFT,2021-09-18 00:00:00.00,2021-09-19 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:18:38.00
48,C7,PPMA,HHZ,FFT,2021-09-18 00:00:00.00,2021-09-19 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:18:45.00
49,C7,PLPI,HHN,FFT,2021-09-19 00:00:00.00,2021-09-20 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:18:53.00
50,C7,PLPI,HHE,FFT,2021-09-19 00:00:00.00,2021-09-20 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:19:01.00
51,C7,PLPI,HHZ,FFT,2021-09-19 00:00:00.00,2021-09-20 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:19:09.00
52,C7,PPMA,HHN,FFT,2021-09-19 00:00:00.00,2021-09-20 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:19:17.00
53,C7,PPMA,HHE,FFT,2021-09-19 00:00:00.00,2021-09-20 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:19:25.00
54,C7,PPMA,HHZ,FFT,2021-09-19 00:00:00.00,2021-09-20 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:19:33.00
55,C7,PLPI,HHN,FFT,2021-09-20 00:00:00.00,2021-09-21 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:19:40.00
56,C7,PLPI,HHE,FFT,2021-09-20 00:00:00.00,2021-09-21 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:19:48.00
57,C7,PLPI,HHZ,FFT,2021-09-20 00:00:00.00,2021-09-21 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:19:56.00
58,C7,PPMA,HHN,FFT,2021-09-20 00:00:00.00,2021-09-21 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:20:04.00
59,C7,PPMA,HHE,FFT,2021-09-20 00:00:00.00,2021-09-21 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:20:12.00
60,C7,PPMA,HHZ,FFT,2021-09-20 00:00:00.00,2021-09-21 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:20:19.00
61,C7,PLPI,HHN,FFT,2021-09-21 00:00:00.00,2021-09-22 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:20:27.00
62,C7,PLPI,HHE,FFT,2021-09-21 00:00:00.00,2021-09-22 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:20:35.00
63,C7,PLPI,HHZ,FFT,2021-09-21 00:00:00.00,2021-09-22 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:20:43.00
64,C7,PPMA,HHN,FFT,2021-09-21 00:00:00.00,2021-09-22 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:20:51.00
65,C7,PPMA,HHE,FFT,2021-09-21 00:00:00.00,2021-09-22 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:20:58.00
66,C7,PPMA,HHZ,FFT,2021-09-21 00:00:00.00,2021-09-22 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:21:06.00
67,C7,PLPI,HHN,FFT,2021-09-22 00:00:00.00,2021-09-23 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:21:14.00
68,C7,PLPI,HHE,FFT,2021-09-22 00:00:00.00,2021-09-23 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:21:22.00
69,C7,PLPI,HHZ,FFT,2021-09-22 00:00:00.00,2021-09-23 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:21:30.00
70,C7,PPMA,HHN,FFT,2021-09-22 00:00:00.00,2021-09-23 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:21:38.00
71,C7,PPMA,HHE,FFT,2021-09-22 00:00:00.00,2021-09-23 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:21:46.00
72,C7,PPMA,HHZ,FFT,2021-09-22 00:00:00.00,2021-09-23 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:21:54.00
73,C7,PLPI,HHN,FFT,2021-09-23 00:00:00.00,2021-09-24 00:00:00.00,3600.0,0.0,False,24,5400,0.0,0,50.0,8640001,100.0,False,False,2024-11-11 16:22:01.00
